n	Session	magnetometer.seconds.Unix	magnetometer.magx	magnetometer.magy	magnetometer.magz
1372	4604	1411813511	\x0025002500240024002500250025002600270027002700260026002700270027002700270027002800270026002500250024002400240024002300240024002400230023002300240024002400250025002500250025002500250026002500250027	\xff99ff9bff9cff9cff9bff9aff99ff98ff98ff96ff94ff95ff96ff97ff97ff97ff96ff98ff9aff9aff98ff99ff9aff9bff9bff9bff9bff9bff9bff9aff98ff99ff99ff99ff98ff98ff98ff9aff9aff99ff98ff99ff9aff9bff9bff9bff9bff9bff9b	\xfe5afe5afe5bfe5bfe59fe59fe59fe5afe59fe59fe5afe59fe59fe59fe59fe59fe5afe5afe59fe59fe58fe59fe58fe56fe56fe56fe57fe57fe58fe59fe5bfe5cfe5bfe5bfe5afe5bfe5afe59fe56fe55fe56fe56fe56fe56fe58fe57fe59fe59fe58
1373	4604	1411813512	\x0028002900280028002600270029002800270027002a0028002a0029002700260027002800240026002500250025002400250026002600260027002700270028002800270027002700270027002700240023002300230023002300230024002700290029	\xff99ff99ff96ff95ff95ff95ff95ff95ff96ff96ff99ff9aff98ff98ff98ff99ff98ff97ff95ff94ff95ff93ff94ff93ff94ff93ff92ff94ff94ff96ff96ff96ff95ff97ff98ff97ff97ff96ff96ff97ff97ff98ff9aff9bff9cff9cff9cff9cff9dff9b	\xfe58fe59fe56fe55fe55fe56fe57fe59fe5bfe5afe5cfe5cfe5bfe5bfe59fe56fe55fe55fe54fe55fe55fe55fe56fe58fe58fe58fe58fe59fe5afe59fe57fe58fe57fe59fe59fe5afe5afe58fe5bfe5bfe5bfe5cfe5cfe5cfe5bfe5efe5cfe5bfe5cfe59
1374	4604	1411813513	\x002a002b002a002b002a00290029002800260027002800280029002800290029002a002a0029002a00290028002800260026002500280026002600260028002a002a002a002a002a002c002d002b002a002b002d002d002d002c002c002e002c002c	\xff9aff9aff99ff99ff99ff98ff97ff99ff98ff97ff97ff96ff97ff98ff99ff98ff99ff9aff9aff9aff9bff9aff9aff9bff9bff9bff9aff9bff9bff9dff9dff9fffa0ffa1ffa5ffa7ffaaffacffadffadffadffaeffaeffaeffadffaeffadffadffad	\xfe59fe57fe58fe58fe59fe5afe5afe5afe5bfe5cfe5cfe5cfe5dfe5dfe5dfe5efe5dfe5efe5dfe5dfe5cfe5cfe5cfe5dfe5dfe5dfe5efe5efe5ffe64fe68fe6bfe6ffe74fe75fe77fe7bfe7afe79fe7bfe79fe79fe7afe7bfe7afe7afe7bfe7afe7b
1375	4604	1411813514	\x002c002a002b002b002a0029002a002a002a002c002c002b002d002c002d002c002c002b002a002b002b002c002e002d002d002e002f002f002f002f002e002d002c002b0029002800270027002700280029002a002a002a002c002b002c002a0029002b	\xffadffadffadffadffadffaeffadffacffadffabffacffadffacffabffacffacffacffacffacffaaffaaffa8ffa9ffaaffa9ffaaffa9ffaaffaaffacffacffabffabffabffaaffabffaaffa8ffa8ffaaffa8ffa5ffa6ffa6ffa6ffa8ffa5ffa6ffa6ffa9	\xfe7bfe7bfe79fe78fe77fe75fe77fe77fe77fe76fe77fe77fe79fe79fe78fe77fe77fe77fe76fe79fe77fe77fe76fe76fe77fe77fe77fe76fe76fe76fe78fe78fe78fe79fe79fe78fe78fe77fe75fe76fe74fe74fe74fe75fe76fe76fe78fe77fe78fe78
1376	4604	1411813515	\x002b002a002a002a0029002b002a0029002b002c002b002b002d002b002b002c002b002a002a002b002a002c002b002d002c002c002e002d002e002d002f002e002d002f002e002f002f002f002c002b002b002900280026002400250025002500260027	\xffa7ffa7ffa6ffa7ffa9ffa8ffabffabffacffacffadffabffacffaaffa9ffa7ffa6ffa6ffa5ffa7ffa6ffa7ffa6ffa8ffa9ffa8ffa7ffa7ffa7ffa7ffa9ffaaffa9ffaaffa9ffa9ffabffabffabffaaffabffabffadffadffa8ffa6ffa3ffa2ffa2ffa3	\xfe76fe75fe73fe74fe74fe74fe74fe73fe75fe72fe74fe74fe72fe74fe74fe76fe76fe78fe78fe79fe79fe78fe78fe78fe78fe79fe78fe79fe79fe79fe79fe79fe77fe76fe77fe76fe76fe76fe76fe76fe75fe75fe74fe74fe6afe66fe63fe60fe60fe60
1377	4604	1411813516	\x00270029002b002900280027002800270028002600260029002c002e002e002e002e002e002f002f002f002e002d002d002e002f002f00300030003100320033003200310031002f002f002f002e002c002b002b002a002a002a002b002c002b002b002b	\xffa1ffa1ffa3ffa5ffa8ffa7ffa5ffa4ffa5ffa5ffa6ffa5ffa6ffa8ffaaffaaffaaffaaffa8ffaaffa9ffa8ffa9ffa8ffa9ffa9ffa9ffa7ffa5ffa7ffa5ffa6ffa4ffa6ffa6ffa7ffa7ffa8ffa8ffa8ffa8ffa6ffa7ffa5ffa5ffa2ffa1ffa1ffa1ffa3	\xfe60fe60fe69fe6cfe6efe70fe70fe70fe71fe72fe72fe73fe72fe72fe73fe73fe71fe70fe70fe6ffe70fe71fe70fe71fe72fe72fe73fe74fe74fe74fe75fe73fe73fe74fe73fe71fe70fe71fe70fe71fe71fe70fe71fe71fe72fe70fe71fe70fe6ffe70
1378	4604	1411813517	\x002c002a002a002a0029002b002b002b002c002d002e002d002d002e002e002f002f002e002d002e002e002d002b002a0029002900290026002400220020001c00190017001500150016001700170018001b001e00210022002400260029002a0029	\xffa0ffa1ffa1ffa2ffa2ffa2ffa3ffa1ffa2ffa2ffa1ffa0ffa1ffa1ffa0ffa1ffa2ffa3ffa5ffa5ffa6ffa2ffa2ffa2ffa1ffa0ff9eff9aff95ff93ff8cff86ff80ff7aff75ff72ff71ff70ff72ff72ff7bff82ff87ff8dff92ff98ff9cffa0ff9f	\xfe6ffe71fe72fe72fe72fe72fe73fe72fe72fe70fe6ffe6efe6efe6dfe6cfe6efe6dfe6dfe6dfe6cfe6cfe65fe5ffe5bfe58fe56fe53fe4dfe43fe3ffe3afe31fe27fe1efe16fe12fe0ffe10fe0efe0efe14fe1dfe22fe2afe33fe3afe43fe4bfe4d
1379	4604	1411813518	\x002800270025002400230023002300240025002500240024002400230024002400230023002300230023002300220023002400240024002400250024002300230023002400250025002500250027002700270024002300250026002a0029002b0029002c	\xff9cff9eff9cff9aff98ff98ff98ff95ff95ff95ff96ff96ff97ff95ff94ff95ff95ff96ff95ff96ff96ff96ff96ff98ff97ff96ff96ff95ff93ff93ff92ff91ff92ff93ff94ff95ff96ff96ff97ff97ff96ff95ff93ff92ff92ff91ff91ff91ff91ff92	\xfe4cfe4ffe4efe4efe4efe4efe4efe4efe4bfe4afe4bfe4afe48fe48fe46fe47fe46fe48fe48fe48fe49fe48fe48fe48fe49fe4afe49fe49fe48fe47fe48fe46fe48fe47fe47fe48fe4afe4dfe4efe4efe4dfe4dfe4efe4bfe4bfe4cfe4bfe4afe4cfe4a
1380	4604	1411813519	\x002c002b002c00290029002700270025002500230024002400240026002600270028002900290028002500230023002200230024002500250028002a002a002b002c002b00290029002700260026002600250025002700280028002a0029002a002b0029	\xff94ff95ff96ff98ff98ff98ff99ff98ff97ff97ff95ff94ff93ff94ff94ff94ff94ff95ff96ff95ff96ff98ff98ff98ff97ff95ff94ff95ff94ff94ff93ff94ff94ff95ff96ff97ff97ff98ff98ff96ff97ff95ff96ff95ff93ff90ff91ff92ff92ff95	\xfe4afe4cfe4cfe4dfe4cfe4efe4efe4ffe4efe4dfe4dfe4bfe49fe4afe48fe48fe4afe4bfe4bfe4bfe4dfe4cfe4dfe4dfe4bfe4bfe4bfe4bfe4bfe4bfe4bfe4afe4bfe4afe4afe49fe4bfe4cfe4cfe4dfe50fe51fe50fe50fe4dfe4dfe4afe46fe45fe45
1381	4604	1411813520	\x002800280028002600260024002500250023002400240024002400240022002200220022002100200021002000220022002500240027002700270028002600270025002500260028002a002c002d002d002c002c002b002a002a002a002a002b002d	\xff95ff95ff96ff97ff96ff95ff95ff92ff90ff91ff91ff90ff91ff92ff91ff92ff95ff94ff95ff94ff92ff92ff92ff92ff90ff90ff8fff90ff93ff93ff92ff8fff8fff8fff8dff8dff8bff8aff8aff8cff8dff8cff8dff8dff8cff8bff89ff87ff87	\xfe45fe48fe49fe49fe4cfe4efe4cfe4dfe4cfe4afe4afe4afe4bfe4efe4efe50fe51fe51fe51fe52fe51fe4ffe4efe4cfe49fe48fe46fe45fe45fe45fe46fe47fe48fe4afe4afe4bfe4afe4afe49fe49fe49fe48fe4afe49fe49fe4afe4afe4afe4d
1382	4604	1411813521	\x002f0030002f002e002d002f002f002e002e002f002f0032003600370037003a00390039003c003b003a003a003a003b003c003e003e003f003f003f0040004200410041004200430045004600470047004700480047004500430041003f003e003d003a	\xff86ff86ff87ff87ff89ff8bff8aff89ff87ff85ff82ff83ff84ff87ff8aff8dff92ff96ff9cff9eff9eff9fff9eff9eff9dff9dff9cff9bff9aff9aff9bff9aff9aff99ff99ff99ff9aff99ff9bff9effa0ffa2ffa4ffa8ffaaffacffadffaeffafffae	\xfe4efe4efe4ffe4ffe51fe52fe52fe52fe52fe53fe51fe52fe56fe5afe60fe63fe69fe6cfe74fe77fe78fe79fe78fe79fe79fe7afe7afe7cfe7cfe7cfe7efe7dfe7efe7efe7dfe7afe78fe76fe77fe78fe77fe77fe76fe77fe7afe7bfe78fe77fe76fe76
1383	4604	1411813522	\x00370035003500350032002f002d002d002d002e002e002e002e002f002f002f00300030003000310032003300350036003500370036003600370038003a003a003c003c003e003e0040004100410042004300440043004300400040003f003e003d	\xffaeffadffadffadffacffaaffa8ffa7ffa5ffa4ffa1ff9fff9bff99ff97ff97ff95ff92ff91ff90ff90ff92ff92ff92ff93ff95ff95ff95ff97ff95ff95ff95ff95ff95ff96ff96ff97ff97ff97ff97ff98ff99ff9aff9cff9dff9eff9dff9dff9d	\xfe78fe79fe77fe76fe77fe75fe74fe73fe70fe6efe6dfe6ffe6efe6ffe70fe71fe73fe75fe75fe73fe75fe75fe75fe76fe78fe79fe7afe7efe7efe7efe7ffe7efe7ffe7ffe81fe80fe81fe81fe82fe83fe81fe80fe7ffe7ffe7efe7dfe7dfe7bfe7a
1384	4604	1411813523	\x003c003b003c003e003e003f00400041004300460046004800490049004a004c004c004c004a004a004900490048004700460044004400440046004700480048004a004b004b004a00490048004800470046004500450044004400430041004000420041	\xff9cff9cff9aff98ff97ff97ff95ff94ff93ff90ff90ff91ff94ff96ff99ff9aff9cff9eff9eff9fffa0ffa1ffa3ffa5ffa7ffa6ffa7ffa9ffa8ffa6ffa6ffa5ffa6ffa6ffa4ffa3ffa1ffa3ffa3ffa1ffa1ffa2ffa2ffa4ffa5ffa3ffa2ffa4ffa4ffa3	\xfe7bfe7afe7afe7cfe7dfe7dfe7ffe80fe81fe83fe82fe82fe81fe81fe82fe82fe82fe84fe83fe82fe81fe80fe7efe7cfe7bfe7afe79fe79fe7bfe7afe7afe7afe7afe7afe7afe78fe79fe79fe7afe79fe76fe77fe77fe79fe79fe79fe79fe79fe7afe79
1385	4604	1411813524	\x004100410040004000410041003d003f004000410041004200410041004300410040003f003e003f003d003d003c003900390037003800380039003b003b003d003e003f003f00400041003f0040003e003e003d003e003f003e00400041004300430045	\xffa5ffa5ffa6ffa7ffa8ffa7ffa7ffa9ffa7ffa6ffa6ffa5ffa5ffa5ffa6ffa4ffa3ffa3ffa1ffa1ffa1ffa1ffa0ffa0ffa0ff9eff9fff9dff9cff9bff9cff9aff9bff9bff99ff99ff98ff99ff99ff9bff9cff9cff9fff9fffa1ff9fffa0ffa0ff9fffa0	\xfe79fe77fe77fe77fe78fe78fe78fe78fe79fe79fe78fe79fe78fe75fe75fe75fe72fe72fe71fe6efe6efe6ffe6efe6dfe6ffe6ffe6efe70fe70fe72fe73fe75fe74fe75fe78fe79fe79fe79fe79fe7bfe7dfe7cfe7dfe7efe7ffe7ffe80fe7ffe7efe7e
1386	4604	1411813525	\x00450044004300420040004100410040003d003c003c003d003c003b003a003b003b003b003a003800380038003700350035003500340035003500350035003700360037003a003900370037003800370039003900390039003a00390039003b003a	\xffa0ffa2ffa2ffa2ffa2ffa3ffa4ffa5ffa6ffa5ffa6ffa8ffa8ffa7ffa7ffaaffa9ffa8ffaaffa9ffaaffabffabffa8ffaaffabffa8ffa8ffa8ffa8ffa7ffa7ffa5ffa6ffa6ffa6ffa5ffa4ffa4ffa4ffa3ffa1ffa2ffa2ffa3ffa5ffa5ffa4ffa6	\xfe7dfe7bfe79fe79fe77fe76fe75fe75fe75fe75fe77fe78fe7afe7afe7bfe7cfe7cfe7cfe7afe7afe79fe7afe79fe79fe78fe78fe79fe78fe78fe77fe78fe79fe79fe7afe78fe77fe78fe78fe78fe76fe74fe73fe72fe74fe72fe72fe71fe71fe72
1387	4604	1411813526	\x00390039003a003b003d003d003d003e003e003f0040003f003d003d003c003c003d003c003b003c003d003c003d003c003b003c003c003c003c003c003b003b003c003b003c003b003c003d003e003e003b003b003b003b003b003b003a003b003d003d	\xffa7ffa7ffa8ffa8ffa7ffa7ffa9ffaaffabffadffadffb0ffb2ffb4ffb5ffb6ffb6ffb5ffb4ffb3ffb1ffb0ffb0ffaeffabffaaffaaffaaffa9ffa9ffa7ffa7ffa9ffaaffacffabffabffabffabffabffaaffa9ffa6ffa6ffa5ffa4ffa5ffa3ffa2ffa2	\xfe73fe72fe71fe72fe72fe75fe75fe75fe75fe75fe76fe76fe77fe75fe75fe76fe76fe75fe74fe74fe73fe72fe72fe72fe73fe74fe76fe76fe78fe7afe7bfe7cfe7dfe7dfe7ffe7ffe7ffe7ffe7ffe7ffe7efe7ffe7efe7efe7cfe7cfe7efe7dfe7cfe7b
1388	4604	1411813527	\x003c003c003c003c003b0039003700350035003500340034003500350036003800380039003a003a003b003b003b0039003b0039003b003b003a003b003b003e003d003d003c003d003d003d003d003b003c003e003d003d003d003d003e0040003f	\xffa2ffa0ff9fff9fff9effa0ffa0ff9fff9fffa1ffa2ffa3ffa3ffa4ffa3ffa5ffa7ffa7ffa7ffa7ffa9ffaaffacffabffaaffaaffa9ffa8ffa7ffa6ffa7ffa6ffa7ffa8ffa6ffa8ffa8ffa7ffa5ffa5ffa5ffa5ffa6ffa4ffa3ffa2ffa4ffa3ffa2	\xfe7cfe7ffe80fe7ffe80fe82fe84fe83fe84fe81fe81fe82fe81fe81fe7ffe80fe80fe81fe80fe80fe7ffe7efe7efe7efe7cfe7dfe7efe7dfe7cfe7cfe7ffe7dfe7cfe7cfe7dfe7efe7efe7dfe7bfe7efe7dfe7bfe7afe79fe78fe7afe7afe79fe7c
1389	4604	1411813528	\x003e003f003f00400042004200420043004100420042004200400040003f003f0042004000410043004300460046004600440047004700470047004500460046004500440042004000400042004200430044004500440046004500450045004400450044	\xffa1ffa1ff9fff9eff9eff9eff9eff9fff9fffa1ffa2ffa3ffa2ffa1ffa1ffa1ffa2ffa1ffa2ffa3ffa6ffa6ffa7ffa9ffa8ffa8ffa8ffa7ffa4ffa4ffa3ffa2ffa3ffa4ffa4ffa4ffa6ffa4ffa5ffa4ffa2ffa1ffa1ffa0ff9eff9dff9dff9fff9fff9e	\xfe7efe7efe81fe81fe81fe84fe84fe82fe81fe82fe81fe81fe82fe81fe82fe84fe86fe87fe89fe89fe87fe87fe88fe89fe88fe86fe85fe83fe83fe82fe81fe80fe7ffe80fe80fe82fe84fe84fe83fe81fe7ffe7ffe80fe7ffe7efe7dfe7dfe7efe7dfe7c
1390	4604	1411813529	\x00450045004500450046004700460046004700470047004700480049004a004b004a004a004b004c004b004a0049004800480047004700470049004a004c004d004d004d004d004d004c004c004b004b004d004d004e004f004e004f0050005100520054	\xff9eff9dff9fff9fff9dff9dff9cff9fff9fffa0ffa1ffa1ffa3ffa3ffa4ffa3ffa2ffa2ffa1ff9fff9fffa1ffa1ffa1ffa2ffa0ffa1ffa1ffa1ffa0ff9fff9eff9fff9fff9fff9fff9cff9cff9aff9aff98ff98ff98ff99ff9aff9bff9bff9cff9dff9d	\xfe7cfe7bfe7bfe7afe7afe7afe7dfe7efe7efe7dfe7cfe7efe7bfe7bfe7cfe79fe7bfe7cfe7dfe7bfe7cfe7dfe7cfe7efe7dfe7bfe7dfe7efe7efe7efe7ffe7dfe7efe80fe80fe81fe83fe83fe84fe85fe84fe85fe85fe84fe82fe83fe81fe7ffe80fe80
1391	4604	1411813530	\x0053005300540055005700590059005a005c005e00600061006200620061006100610061005f005e005b0059005700550053004f004d004c004a0049004800490048004900480048004800470046004500450043004300420042004100410040003f003f	\xff9dff9aff9aff9aff9aff9aff9bff9cff9dff9effa0ffa0ffa2ffa3ffa2ffa4ffa5ffa7ffa8ffa9ffa9ffabffacffacffadffaeffadffadffadffaaffa9ffa7ffa6ffa3ffa4ffa4ffa4ffa5ffa7ffa6ffa5ffa5ffa2ffa2ffa3ffa4ffa2ffa3ffa3ffa2	\xfe7ffe7ffe7efe7ffe80fe80fe7ffe7ffe80fe81fe82fe81fe81fe82fe83fe80fe7efe7dfe7bfe79fe79fe77fe76fe77fe76fe78fe78fe78fe78fe77fe78fe78fe78fe77fe76fe78fe77fe78fe79fe7afe7bfe79fe7afe7afe7afe7bfe7afe7afe7afe7a
1392	4604	1411813531	\x00410042004200420042004300440045004200420043004300430042004200400040003f003f003e003f0041003f003f003e00400040004200430044004500470049004a0048004900490048004a004b004a004a004b004a0049004a004a004a004a	\xffa2ffa2ff9fff9bff9aff98ff97ff97ff96ff96ff97ff99ff9bff9cff9dff9effa0ffa0ffa0ffa0ffa0ffa0ff9fff9eff9cff9cff9bff99ff97ff95ff94ff94ff92ff91ff8fff8cff8cff8aff89ff88ff88ff86ff85ff86ff84ff85ff83ff83ff83	\xfe7afe7afe7afe78fe79fe7bfe7cfe80fe82fe85fe89fe8bfe8cfe8dfe8dfe8dfe8afe88fe86fe84fe82fe80fe7efe7dfe7dfe7cfe7cfe7cfe7afe7afe79fe7afe7afe7afe7bfe7bfe7efe7ffe7dfe7dfe7ffe7efe7cfe7bfe79fe79fe7cfe7bfe7a
1393	4604	1411813532	\x004a004a0048004a004a00470046004700480049004a0049004700490048004800460046004500460046004500460044004300440042004200430043004200410041003f0040004000410041004100430043004400450045004400440047004600450045	\xff83ff84ff85ff85ff83ff82ff83ff82ff82ff82ff80ff80ff81ff81ff80ff80ff81ff80ff7fff7fff80ff7fff7eff7dff7dff7cff7cff7dff7eff80ff82ff83ff83ff86ff86ff84ff84ff85ff84ff86ff85ff84ff84ff87ff85ff84ff85ff83ff85ff83	\xfe7afe7bfe7cfe7dfe7bfe7afe78fe77fe77fe77fe77fe78fe78fe76fe77fe78fe7afe78fe79fe78fe7cfe7dfe7ffe7ffe7efe80fe81fe80fe7dfe7efe7cfe7bfe7afe79fe79fe79fe79fe79fe7afe7afe7afe78fe75fe75fe72fe71fe70fe6efe6efe6f
1394	4604	1411813533	\x004500450043004400450045004600470045004600460044004200410042004100410041004300430041004300440044004600450042004200450044004400440044004400460047004600440041003f003f003f0041004100400042004200430043	\xff84ff81ff83ff84ff84ff85ff85ff88ff87ff88ff88ff88ff88ff88ff87ff87ff87ff87ff87ff88ff88ff87ff87ff89ff89ff8bff8cff8bff8aff8bff8bff8bff8cff8cff8cff8dff8fff8eff8fff8eff8eff8eff8dff8eff8eff8fff8fff90ff8f	\xfe6efe6efe71fe72fe71fe73fe74fe74fe74fe75fe75fe74fe77fe77fe75fe76fe77fe78fe78fe79fe76fe76fe76fe75fe75fe74fe75fe75fe75fe76fe75fe76fe73fe72fe70fe6ffe6efe6efe6efe6dfe6efe6efe70fe73fe75fe75fe75fe77fe79
1395	4604	1411813534	\x0041003c003b003c003b003900360036003500360037003400330035003500340036003500340036003600380039003a0039003900370036003700360036003700370039003b003b003b003a003800380038003700370036003700360037003700370035	\xff91ff92ff92ff93ff94ff94ff95ff96ff95ff95ff95ff95ff94ff94ff95ff95ff95ff95ff94ff93ff92ff91ff8eff8eff8bff8aff8aff8aff88ff87ff86ff86ff85ff86ff83ff84ff87ff87ff87ff88ff8aff8aff8cff8cff8dff8dff90ff8fff91ff92	\xfe7afe7bfe7bfe7cfe7bfe7dfe7dfe7dfe7dfe7dfe7cfe7cfe7bfe7bfe7dfe7efe7ffe7efe7dfe7dfe7dfe7cfe79fe78fe77fe77fe78fe77fe79fe7afe79fe7afe7afe7afe79fe7afe78fe76fe79fe7afe7bfe7cfe7cfe7cfe7ffe81fe80fe81fe80fe80
1396	4604	1411813535	\x00360037003700380038003700380039003700360035003700370039003900390039003a003b003b003c003b003b003b003c003b003c003b003b003b003b003c003c003c003b003b003a003a003900390037003800380037003800370037003500350033	\xff93ff92ff91ff92ff91ff91ff91ff90ff8fff90ff90ff91ff92ff92ff91ff92ff93ff93ff93ff92ff90ff91ff92ff92ff91ff8fff90ff90ff90ff8eff8fff8fff91ff93ff93ff93ff95ff96ff96ff96ff97ff97ff99ff98ff97ff99ff99ff97ff96ff97	\xfe7ffe7efe7dfe7bfe79fe78fe77fe76fe76fe76fe76fe76fe76fe75fe75fe77fe79fe7afe78fe77fe76fe76fe76fe75fe73fe72fe74fe75fe77fe76fe77fe77fe78fe77fe77fe78fe77fe77fe75fe77fe75fe75fe75fe75fe74fe75fe76fe76fe78fe78
1397	4604	1411813536	\x00320031003200320032003300340034003300320030003000310031003100310033003200330033002f002e002f002d002c002e002e002e002f002f002f003000300030002f002f002f002f002f00300030002f0030003100330033003400340033	\xff95ff95ff94ff91ff92ff94ff95ff95ff99ff9bff9dffa0ffa0ffa0ff9dff9dff9aff99ff99ff9aff9aff9bff9bff9cff9eff9eff9eff9dff9dff9cff9effa0ffa0ffa2ffa2ffa3ffa3ffa4ffa3ffa2ffa3ffa3ffa3ffa3ffa2ffa3ffa2ffa1ff9f	\xfe78fe78fe78fe77fe76fe75fe75fe73fe73fe75fe76fe77fe79fe78fe78fe7bfe7afe77fe76fe75fe75fe74fe74fe72fe73fe75fe75fe75fe75fe75fe75fe75fe75fe75fe78fe7afe7bfe7dfe7dfe7dfe7dfe7efe7cfe7afe7afe7afe79fe79fe7b
1398	4604	1411813537	\x00320032003200320032003200300030002f0030002f002f002f002f003000300033003300330033003500360037003800380039003900370036003300330034003300330034003600380038003a003a003b003a003a003a003a003a0039003700350034	\xff9cff9bff9bff99ff99ff99ff9aff9bff9cff9dff9effa0ffa1ffa0ffa0ffa1ffa0ff9fff9eff9dff9bff9cff9aff99ff9aff9aff9aff9aff9aff97ff95ff94ff92ff8fff8cff88ff86ff84ff86ff84ff83ff83ff82ff84ff83ff82ff80ff7fff7fff7d	\xfe79fe79fe7afe7afe79fe7bfe7bfe78fe76fe75fe75fe75fe75fe75fe75fe76fe78fe79fe7bfe7cfe7bfe7cfe7bfe7bfe7afe79fe78fe77fe76fe74fe75fe74fe76fe76fe75fe76fe77fe77fe77fe78fe79fe7afe7bfe7bfe7cfe7dfe7dfe7efe7efe7d
1399	4604	1411813538	\x00330033003100320033003400350035003300340034003400340032003100300030003100310033003200330034003600360034003600330032003100300030003000310031003100320033003300320032003200300030002e002d002b002800260026	\xff7dff7dff7cff7cff7cff7aff78ff78ff78ff77ff76ff76ff74ff73ff71ff6eff6aff67ff63ff5fff5aff56ff52ff50ff4fff4cff49ff44ff42ff40ff3cff39ff35ff32ff30ff2fff2eff2cff2cff2cff2aff28ff28ff28ff26ff23ff22ff1eff1dff1b	\xfe7dfe7dfe7dfe7bfe7bfe78fe77fe75fe73fe73fe71fe6ffe6dfe6afe69fe69fe66fe61fe62fe61fe60fe60fe5dfe5dfe5efe62fe62fe62fe64fe67fe6bfe6dfe6ffe6ffe6ffe72fe74fe75fe75fe77fe77fe77fe7bfe7dfe7bfe7bfe7cfe7cfe7efe80
1400	4604	1411813539	\x00250024002300230023002600250023002300220020001f001f001d001e001d001c001b001b001a001b001a001b0019001a001a00170015001300120010000e000b000a000b000c000c000c000c000d000b000c000b000a00080007000600050005	\xff1aff16ff16ff17ff16ff15ff16ff15ff15ff18ff16ff14ff13ff12ff10ff0fff0dff07ff06ff06ff05ff05ff05ff05ff05ff07ff07ff05ff04ff03ff01ff00ff00fefffefffefefefefefeff00ff01ff01ff02ff01ff02ff02ff02ff00fefcfefa	\xfe81fe80fe82fe82fe82fe84fe84fe85fe86fe88fe87fe89fe89fe8afe8cfe8bfe8afe89fe88fe88fe87fe84fe83fe83fe84fe85fe88fe89fe8dfe8ffe91fe92fe93fe92fe90fe8ffe8dfe8dfe8cfe8bfe8bfe8cfe8dfe8dfe8ffe90fe8ffe8ffe8e
1401	4604	1411813540	\x0003000300040003000200030004000300040003000300040004000300010002000100030003000400040004000500040002fffffffffffdfffbfffbfffafffafffcfffefffefffefffdfffbfff8fff6fff5fff4fff2fff3fff3fff4fff8fff9fffafffb	\xfef7fef5fef4fef4fef5fef6fef6fef7fef8fef9fef7fef4fef2fef1feeefeebfee9fee8fee9fee9fee9fee8fee8feeafeebfee8fee5fee4fee1fee0fee0fedffeddfedefedffedffedefeddfedbfed9fed6fed3fed1fecffeccfecbfecbfecbfeccfece	\xfe8cfe8bfe8afe87fe86fe85fe87fe86fe87fe88fe88fe8bfe8bfe8dfe8bfe8afe8afe8bfe8cfe8cfe8cfe8dfe8dfe90fe92fe91fe92fe93fe95fe95fe94fe92fe92fe92fe91fe93fe92fe91fe94fe95fe96fe95fe94fe92fe94fe93fe92fe91fe91fe93
1402	4604	1411813541	\xfffbfffbfffbfffbfffbfff9fffafffafff8fff8fff9fff8fff7fff9fff9fff8fff7fff7fff6fff6fff5fff5fff3fff3fff5fff5fff6fff5fff6fff7fff5fff5fff3fff1ffeeffeeffedffeaffe9ffe9ffe9ffe8ffe7ffe6ffe4ffe1ffe0ffddffdbffd9	\xfecffecffed1fed1fecffecffecffeccfecbfecbfec9fec9fec9fec9fec9feccfecdfecdfecffecefecdfeccfecbfecafec9fecafec9fec8fecafecafecbfecbfeccfec9fec9fecafec9fec8fec7fec9fec9fec9fec9fec9fecafecefecefeccfecdfecd	\xfe97fe99fe9afe9efea0fea1fea2fea2fea1fe9ffe9bfe9afe97fe96fe97fe96fe94fe95fe95fe93fe94fe96fe93fe92fe92fe91fe90fe8ffe8ffe8dfe8cfe8dfe8dfe8dfe8dfe8dfe8cfe8dfe8dfe8dfe8cfe8cfe8afe8afe8bfe8afe8bfe8afe8bfe8b
1403	4604	1411813542	\xffd8ffd7ffd6ffd7ffd7ffd8ffd8ffd7ffd3ffcfffceffcdffccffc9ffc7ffc7ffc8ffcaffcaffc8ffc7ffc5ffc5ffc4ffc4ffc1ffc0ffc2ffc3ffc4ffc5ffc5ffc3ffc5ffc5ffc3ffc4ffc4ffc3ffc3ffc3ffc3ffc2ffc2ffc1ffc1ffc0ffbfffc1	\xfecefecefeccfecbfeccfecdfeccfecefecefecdfecdfeccfecafecafec9fec6fec4fec5fec5fec4fec5fec3fec4fec4fec4fec4fec2fec1febffebefebbfebafebbfebafebafebcfebbfebbfebcfebdfebdfebdfebffebdfebdfebefebffec0fec1	\xfe8afe88fe86fe84fe82fe81fe7ffe7cfe7dfe7bfe7cfe7bfe7bfe7afe78fe79fe7afe79fe78fe78fe79fe78fe7afe7afe7bfe7cfe7cfe7efe7dfe7ffe80fe80fe7efe7ffe7ffe7efe80fe81fe82fe83fe86fe86fe89fe8bfe8cfe8dfe8cfe8bfe8b
